SMILES,Predicted Side Effects,Severity,Severity Score
c1nc2cc(Cl)ccc2c(c1)NC(C)CCCN(CC)CC,"headache, nausea, vomiting, constipation, diarrhea",Not Severe,0.2773
C(C)(C)CCC[C@@H](C)[C@@H]1[C@@]2([C@H](/C(CCC2)=C/C=C2/C[C@@H](O)CCC2=C)CC1)C,"nausea, diarrhea, itching, vomiting, headache",Not Severe,0.2472
C(=C/C(=C/C(Nc1ccc(O)cc1)=O)C)\C=C(C)\C=C\C1C(CCCC=1C)(C)C,"headache, skin rash, diarrhea, skin dryness, night-blindness",Not Severe,0.0968
N(C(=O)C)c1ccc(cc1)O,"diarrhea, dizziness, headache, nausea, stomach irritation",Not Severe,0.1386
CC1(C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(O)cc2)=C(C)CCC1)C,"headache, skin dryness, night-blindness, agitation, skin rash",Not Severe,0.1208
c1cc(ccc1NC(=O)C)O,"diarrhea, nausea, headache, dizziness, stomach upset",Not Severe,0.0959
c1(ccc(O)cc1)NC(C)=O,"diarrhea, dizziness, headache, bloating, gas",Not Severe,0.125
CC(=C\C(Nc1ccc(cc1)O)=O)/C=C/C=C(/C=C/C1C(CCCC=1C)(C)C)C,"headache, diarrhea, dizziness, skin rash, nausea",Not Severe,0.0822
c12c(c(c(c(O)c2)-c2c(cc(O)c3c(=O)cc(oc32)-c2ccc(cc2)O)O)O)c(=O)cc(-c2ccc(O)cc2)o1,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.1925
c1cc(c(F)cc1)CSc1nc2=CNC(OC)=C(C=c2c([nH]1)=O)OC,"dizziness, headache, diarrhea, nausea, vomiting",Not Severe,0.1453
C1(C(=O)N2C(c3ccccc3)=C(O)N(C3C(C(C)C(O)C(O)C3O)C)C1C(C2)=O)C,"dizziness, photosensitivity, stomach upset, cough, headaches",Not Severe,0.076
O=C(C=Cc1ccccc1)c1c(O)cc(cc1OC)O,"dizziness, nausea, diarrhea, headache, stomach irritation",Not Severe,0.1108
NC(c1nn([C@H]2[C@H](O)[C@@H]([C@H](O2)CO)O)cn1)=O,"dizziness, nausea, diarrhea, headache, vomiting",Not Severe,0.122
c1c(c2ccc(Cl)cc2cn1)N1CCN(CC1)C,"dizziness, constipation, headache, fatigue, drowsiness",Not Severe,0.241
c1(NC(C)CCCN(CC)CC)ccnc2cc(Cl)ccc12,"constipation, nausea, vomiting, loss of appetite, increased thirst",Not Severe,0.1969
C(N)(=N[C@H]1C=C(O[C@H]([C@@H]1NC(C)=O)[C@H](O)[C@H](O)CO)C(=O)O)N,"diarrhea, nausea, dizziness, headache, vomiting",Not Severe,0.0812
c1(c2C(=O)CC(Oc2cc(c1)OC)c1ccccc1)O,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.1602
COc1cc(cc(c1C(=O)C=Cc1ccccc1)O)O,"fatigue, headache, stomach irritation, kidney damage, bleeding",Not Severe,0.0878
C(N(CC)C(c1cc(C)ccc1)=O)C,"dizziness, headache, skin irritation, redness, swelling",Not Severe,0.1286
C1(c2ccccc2)N2C(C(C)C(C(=O)C2)N(C2C(C(C(O)C(O)C2O)C)C)C=1O)=O,"dizziness, photosensitivity, stomach upset, cough, headaches",Not Severe,0.0823
c1cc(ccc1Nc1ncccc1)C(CNC(C)C)O,"dizziness, headache, diarrhea, nausea, vomiting",Not Severe,0.1549
c1(cc(O)c2c(c1)OC(CC2=O)c1ccc(cc1)O)OC1OC(CO)C(C(C1OC1C(C(C(O)C(O1)C)O)O)O)O,"diarrhea, headache, dizziness, nausea, vomiting",Not Severe,0.1022
C1CN(C)CCN1c1c2c(cnc1)cc(Cl)cc2,"headache, fatigue, flatulence, diarrhoea, skin irritation",Not Severe,0.2464
CC(C(O[C@H]1[C@H](n2c(=O)nc(cc2)N)O[C@]([C@H]1OC(=O)C(C)C)(N=[N+]=[N-])COC(=O)C(C)C)=O)C,"diarrhea, headache, dizziness, nausea, vomiting",Not Severe,0.0891
C1N(CCC(C1)=C1c2ccccc2CC(c2sccc12)=O)C,"stomach irritation, kidney damage, bleeding, skin irritation, redness",Not Severe,0.0874
c1c(C2=C(N(C3C(C(=O)N2CC3=O)C)C2C(C(C(O)C(C2C)C)O)O)O)cccc1,"dizziness, photosensitivity, stomach upset, cough, headaches",Not Severe,0.0778
C1=c2nc([nH]c(c2=CC(OC)=C(N1)OC)=O)SCc1c(F)cccc1,"headache, skin rash, agitation, urinary retention, muscle weakness",Not Severe,0.1387
c1cc(ccc1C1NC(=C([C@H](C=1C(=O)OCC)c1c(Cl)cccc1)C(Nc1ccccn1)=O)C)-n1c2ccncc2nc1C,"diarrhea, headache, nausea, dizziness, vomiting",Not Severe,0.1109
CC(C)CCC[C@H]([C@H]1CC[C@H]2/C(CCC[C@]12C)=C/C=C1/C[C@@H](O)CCC1=C)C,"nausea, diarrhea, itching, vomiting, headache",Not Severe,0.1692
[Na+].c1ccc(c(C(c2ccccc2)C)c1)C(C([O-])=O)C,"headache, vomiting, nausea, diarrhea, dizziness",Not Severe,0.1313
c1c(O)c2c(oc(c(c2=O)O)-c2cc(c(c(O)c2)O)O)cc1O,"dizziness, headache, nausea, diarrhea, vomiting",Not Severe,0.194
O=C(O)C(c1ccc(CC(C)C)cc1)C,"headache, fatigue, dizziness, skin irritation, redness",Not Severe,0.1603
c1(c(cc(cc1O)-c1c(c(c2c(O)cc(cc2o1)O)=O)O)O)O,"dizziness, diarrhea, headache, vomiting, nausea",Not Severe,0.1857
c1cn(c(=O)[nH]/c1=N\O)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)COC(=O)C(C)C,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.1095
Oc1cc(O)c2c(c1)oc(c(O)c2=O)-c1ccc(O)cc1,"nausea, diarrhea, headache, dizziness, vomiting",Not Severe,0.2352
c1ccc(-c2oc3cc(c(O)c(c3c(=O)c2)O)O)cc1,"nausea, diarrhea, headache, dizziness, flatulence",Not Severe,0.204
c1(C(C=Cc2ccccc2)=O)c(cc(cc1O)O)OC,"dizziness, stomach irritation, kidney damage, bleeding, skin irritation",Not Severe,0.099
[C@@H]12N(C[C@@H]([C@@H](O)[C@@H]2O)OC(CCC)=O)CC[C@@H]1O,"nausea, diarrhea, dizziness, itching, vomiting",Not Severe,0.1599
CN(CCC(c1ccccc1)c1ccc(Cl)cn1)C,"constipation, stomach irritation, kidney damage, bleeding, nausea",Not Severe,0.2729
c1c2c(c(c(O)c(o2)-c2cc(O)c(O)c(O)c2)=O)c(O)cc1O,"dizziness, cough, nausea, diarrhea, stomach upset",Not Severe,0.2821
C(CN(CC)CC)CC(C)Nc1ccnc2cc(ccc12)Cl,"constipation, nausea, vomiting, loss of appetite, increased thirst",Not Severe,0.2263
C(SCCNC)(N(C)C)=Nc1n(cnc1)C,"dizziness, headache, diarrhea, skin irritation, redness",Not Severe,0.1205
O=C(/C=C(/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)C)Nc1ccc(O)cc1,"skin dryness, night-blindness, headache, agitation, skin rash",Not Severe,0.0852
C(SC(=Nc1n(cnc1)C)N(C)C)CNC,"dizziness, headache, diarrhea, nausea, vomiting",Not Severe,0.111
CN1C(C(C2NC(=O)C(C(C)C=2C1=O)N)CSc1n(nnn1)CC(=O)O)=O,"dizziness, photosensitivity, stomach upset, cough, headaches",Not Severe,0.0705
c12c(C(=O)CC(c3ccccc3)O1)c(O)cc(c2)OC,"diarrhea, dizziness, headache, nausea, hives",Not Severe,0.1176
c1ccc(cc1)C1CC(c2c(cc(OC)cc2O)O1)=O,"nausea, headache, dizziness, diarrhea, stomach upset",Not Severe,0.1725
O=C(N)c1nn([C@@H]2O[C@@H]([C@@H](O)[C@H]2O)CO)cn1,"nausea, diarrhea, headache, dizziness, stomach upset",Not Severe,0.1477
[C@H]1(O)[C@H](O)[C@@H](OC(CCC)=O)CN2[C@@H]1[C@@H](O)CC2,"dizziness, diarrhea, nausea, headache, flatulence",Not Severe,0.1332
c1(ccccc1)-c1cc(c2c(O)c(c(O)cc2o1)O)=O,"headache, dizziness, nausea, diarrhea, stomach upset",Not Severe,0.1748
N(c1ccc(cc1)C(CNC(C)C)O)c1ncccc1,"nausea, vomiting, itching, dizziness, headache",Not Severe,0.3305
C(C[C@H]([C@@H]1[C@]2(CCC/C([C@@H]2CC1)=C\C=C1/C(=C)CC[C@@H](C1)O)C)C)CC(C)C,"nausea, diarrhea, itching, stomach pain, vomiting",Not Severe,0.1953
n1n(c(SCC2C(N(C(=O)C3=C2NC(=O)C(N)C3C)C)=O)nn1)CC(=O)O,"dizziness, diarrhea, headache, vomiting, nausea",Not Severe,0.1086
o1c2cc(cc(O)c2c(=O)c(c1-c1cc(O)c(cc1)O)O)O,"diarrhea, nausea, headache, dizziness, vomiting",Not Severe,0.2013
n1(C)c(N=C(SCCNC)N(C)C)cnc1,"fatigue, headache, stomach irritation, kidney damage, bleeding",Not Severe,0.1476
[C@@H]12C[C@]3(O[C@@H](C1)C/C=C(/[C@H]([C@@H](C)/C=C/C=C1\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(O2)=O)[C@@]41O)O[C@H]1C[C@H](OC)[C@@H](O[C@H]2C[C@H](OC)[C@@H](O)[C@@H](O2)C)[C@H](C)O1)C)O[C@@H]([C@H](CC3)C)C(C)C.[C@H]1(C)[C@H](O)[C@H](C[C@@H](O1)O[C@H]1[C@@H](O[C@H](C[C@@H]1OC)O[C@H]1[C@@H](C)/C=C/C=C2\CO[C@@H]3[C@@H](C(C)=C[C@@H](C(=O)O[C@H]4C[C@H](O[C@]5(C4)CC[C@@H]([C@H](O5)[C@@H](C)CC)C)C/C=C/1C)[C@@]32O)O)C)OC,"nausea, diarrhea, itching, dizziness, vomiting",Not Severe,0.1159
c12ccccc2CC(c2sccc2C1=C1CCN(CC1)C)=O,"fatigue, headache, stomach irritation, kidney damage, bleeding",Not Severe,0.0927
[C@@]1(COC(C(C)C)=O)(O[C@@H](n2c(nc(N)cc2)=O)[C@H](OC(C(C)C)=O)[C@@H]1OC(=O)C(C)C)N=[N+]=[N-],"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.0907
CC(C)NCC(c1ccc(cc1)Nc1ccccn1)O,"dizziness, headache, diarrhea, nausea, vomiting",Not Severe,0.1258
CC1(C)CCCC(C)=C1/C=C/C(=C/C=C/C(=C/C(=O)Nc1ccc(O)cc1)C)C,"diarrhea, headache, dizziness, nausea, vomiting",Not Severe,0.1034
c1(O)cc(O)cc2oc(-c3cc(O)c(cc3)O)c(OC3OC(CO)C(C(C3O)O)O)c(=O)c12,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.1203
Oc1c(c2c(oc1-c1ccc(O)cc1)cc(cc2O)O)=O,"diarrhea, nausea, headache, dizziness, vomiting",Not Severe,0.158
c1cc(ccc1C1CC(=O)c2c(cc(cc2O1)OC1OC(C(C(O)C1OC1C(O)C(O)C(O)C(C)O1)O)CO)O)O,"diarrhea, headache, nausea, dizziness, vomiting",Not Severe,0.1016
C(CC(C)C)C[C@H]([C@@H]1[C@]2(CCC/C(=C\C=C3\C[C@@H](O)CCC3=C)[C@@H]2CC1)C)C,"nausea, diarrhea, vomiting, headache, itching",Not Severe,0.2317
NC(=N[C@@H]1[C@@H](NC(=O)C)[C@@H](OC(=C1)C(O)=O)[C@H](O)[C@@H](CO)O)N,"dizziness, diarrhea, nausea, headache, vomiting",Not Severe,0.0923
O=c1c2c(cc(cc2O)O)oc(-c2cc(c(O)cc2)O)c1O,"nausea, diarrhea, stomach upset, headache, dizziness",Not Severe,0.1898
NC(=N[C@H]1C=C(O[C@H]([C@@H]1NC(=O)C)[C@H](O)[C@@H](CO)O)C(=O)O)N,"dizziness, diarrhea, headache, nausea, vomiting",Not Severe,0.0857
c1cccc(c1)C1N2C(C(C)C(C(=O)C2)N(C2C(O)C(C(O)C(C2C)C)O)C=1O)=O,"diarrhea, headache, dizziness, nausea, vomiting",Not Severe,0.0888
O([C@@H]1[C@H]([C@H](C)O[C@H](C1)O[C@H]1[C@H](/C=C/C=C2/[C@]3(O)[C@@H]([C@@H](C(=C[C@H]3C(O[C@H]3C[C@H](O[C@]4(C3)CC[C@@H]([C@@H]([C@@H](C)CC)O4)C)C/C=C/1C)=O)C)O)OC2)C)O[C@H]1C[C@H](OC)[C@H]([C@@H](O1)C)O)C.[C@@]12(/C3CO[C@@H]2[C@H](O)C(C)=C[C@H]1C(=O)O[C@@H]1C[C@@]2(O[C@@H](C1)C/C=C(\C)[C@@H](O[C@H]1C[C@@H]([C@H]([C@H](C)O1)O[C@H]1C[C@H](OC)[C@H]([C@@H](O1)C)O)OC)[C@@H](C)/C=C/C=3)CC[C@H](C)[C@@H](C(C)C)O2)O,"diarrhea, nausea, itching, dizziness, stomach pain",Not Severe,0.1271
c12OC(CC(c1c(O)cc(c2)OC)=O)c1ccccc1,"diarrhea, dizziness, headache, nausea, stomach irritation",Not Severe,0.2003
c1ccc(C(=O)O)c(c1)OC(C)=O,"diarrhea, nausea, headache, dizziness, bloating",Not Severe,0.1437
O1[C@H]([C@@H]([C@H](C=C1C(=O)O)N=C(N)N)NC(=O)C)[C@H](O)[C@H](O)CO,"dizziness, diarrhea, nausea, headache, vomiting",Not Severe,0.1251
C1(CCCC(C)(C)C=1/C=C/C(=C/C=C/C(=C/C(Nc1ccc(O)cc1)=O)C)C)C,"diarrhea, headache, nausea, vomiting, dizziness",Not Severe,0.1266
Oc1cc2occ(c(=O)c2cc1)-c1ccc(O)cc1,"dizziness, flatulence, diarrhoea, skin irritation, redness",Not Severe,0.3355
CN(C)C(NC(=N)N)=N,"diarrhea, nausea, dizziness, bloating, gas",Not Severe,0.0884
C1(C(OC(C(C1O)O)CO)Oc1c(c2c(oc1-c1cc(c(cc1)O)O)cc(cc2O)O)=O)O,"dizziness, headache, vomiting, nausea, diarrhea",Not Severe,0.0882
c1ccc(Cl)c(c1)[C@@H]1C(C(=O)Nc2ccccn2)=C(C)NC(c2ccc(cc2)-n2c(C)nc3cnccc23)=C1C(=O)OCC,"headache, vomiting, nausea, diarrhea, dizziness",Not Severe,0.1825
C1[C@@H](C/C(C(=C)C1)=C/C=C1\CCC[C@@]2([C@@H]([C@@H](CCCC(C)C)C)CC[C@H]21)C)O,"nausea, vomiting, diarrhea, headache, itching",Not Severe,0.1475
c1c(/C=C/c2ccc3ccc(cc3n2)Cl)cc(cc1)[C@H](SCC1(CC1)CC(O)=O)CCc1ccccc1C(C)(O)C,"dizziness, headache, diarrhea, heartburn, stomach pain",Not Severe,0.1602
c1c(c(c2oc(cc(=O)c2c1O)-c1ccc(cc1)O)-c1c(c2c(=O)cc(-c3ccc(O)cc3)oc2cc1O)O)O,"dizziness, diarrhea, headache, nausea, vomiting",Not Severe,0.1696
c1ccc(F)c(CSc2[nH]c(=O)c3c(n2)=CNC(OC)=C(C=3)OC)c1,"headache, dizziness, nausea, diarrhea, vomiting",Not Severe,0.213
CC1C2C(CN(C(=C(N2C2C(O)C(O)C(C(C2C)C)O)O)c2ccccc2)C1=O)=O,"stomach upset, dizziness, photosensitivity, cough, headaches",Not Severe,0.0742
Oc1cc(c2c(oc(c(O)c2=O)-c2ccc(O)cc2)c1)O,"nausea, diarrhea, headache, dizziness, stomach upset",Not Severe,0.1761
C(/C(C)=C/C(=O)Nc1ccc(O)cc1)=C\C=C(\C=C\C1=C(CCCC1(C)C)C)C,"headache, skin rash, dizziness, vomiting, nausea",Not Severe,0.1176
CC(CCCN(CC)CC)Nc1ccnc2cc(Cl)ccc21,"constipation, skin irritation, redness, swelling, seizures",Not Severe,0.2449
C(C(=O)O)n1nnnc1SCC1C(N(C(C2=C1NC(C(N)C2C)=O)=O)C)=O,"diarrhea, headache, dizziness, nausea, vomiting",Not Severe,0.0894
C1(C(OCC)=O)[C@@H](C(=C(C)NC=1c1ccc(cc1)-n1c2c(nc1C)cncc2)C(=O)Nc1ncccc1)c1c(cccc1)Cl,"headache, dizziness, vomiting, nausea, diarrhea",Not Severe,0.1149
c1(O)cc2c(c(=O)c(c(o2)-c2ccc(cc2)O)O)c(c1)O,"diarrhea, headache, dizziness, nausea, vomiting",Not Severe,0.2176
c1cc(ccc1-n1c(C)nc2cnccc12)C1NC(C)=C(C(Nc2ccccn2)=O)[C@H](C=1C(=O)OCC)c1c(cccc1)Cl,"headache, nausea, diarrhea, dizziness, vomiting",Not Severe,0.1714
c1(C)cc(C(N(CC)CC)=O)ccc1,"constipation, fatigue, headache, skin irritation, redness",Not Severe,0.164
CC(C)NCC(c1ccc(cc1)Nc1ncccc1)O,"dizziness, headache, diarrhea, nausea, vomiting",Not Severe,0.1072
c1cc(O)c(cc1-c1oc2cc(cc(O)c2c(=O)c1O)O)O,"headache, dizziness, nausea, diarrhea, vomiting",Not Severe,0.1497
C(C1OC(C(O)C(C1O)O)Oc1c(oc2c(c(cc(c2)O)O)c1=O)-c1cc(c(O)cc1)O)O,"dizziness, headache, vomiting, nausea, diarrhea",Not Severe,0.1215
C1[C@H](O)[C@@H]2[C@H]([C@H](O)[C@H](CN2C1)OC(CCC)=O)O,"nausea, dizziness, diarrhea, itching, vomiting",Not Severe,0.1263
c1(Cl)cc2cncc(N3CCN(CC3)C)c2cc1,"nausea, vomiting, headache, constipation, itching",Not Severe,0.2118
n1c2c(c(NC(CCCN(CC)CC)C)cc1)ccc(c2)Cl,"constipation, nausea, vomiting, loss of appetite, increased thirst",Not Severe,0.2628
CN(C)CCC(c1ccc(cn1)Cl)c1ccccc1,"dizziness, drowsiness, dry mouth, stomach irritation, kidney damage",Not Severe,0.2953
O([C@H]1C[C@@H](O[C@H]([C@@H]1O)C)O[C@H]1[C@@H](O[C@H](C[C@@H]1OC)O[C@H]1[C@H](/C=C/C=C2/[C@]3([C@@H](C=C(C)[C@@H](O)[C@H]3OC2)C(=O)O[C@H]2C[C@H](O[C@@]3(C2)O[C@@H]([C@H](CC3)C)C(C)C)C/C=C/1C)O)C)C)C.O([C@H]1[C@@H](C)/C=C/C=C2\CO[C@@H]3[C@@H](C(C)=C[C@H]([C@]23O)C(=O)O[C@H]2C[C@@H](C/C=C/1C)O[C@@]1(CC[C@H](C)[C@@H]([C@H](CC)C)O1)C2)O)[C@H]1C[C@H](OC)[C@@H](O[C@H]2C[C@@H]([C@@H](O)[C@H](C)O2)OC)[C@@H](O1)C,"nausea, diarrhea, itching, dizziness, vomiting",Not Severe,0.1277
CC(CCC[C@@H](C)[C@@H]1[C@@]2(C)CCC/C(=C\C=C3/C(=C)CC[C@H](O)C3)[C@@H]2CC1)C,"nausea, vomiting, diarrhea, headache, itching",Not Severe,0.1957
COc1cc(c2c(OC(CC2=O)c2ccccc2)c1)O,"dizziness, headache, stomach irritation, kidney damage, bleeding",Not Severe,0.161
c1c(ccc(c1)CC(C)C)C(C(=O)O)C,"constipation, stomach irritation, kidney damage, bleeding, skin irritation",Not Severe,0.1959
[nH]1c(=O)c2c(=CNC(=C(C=2)OC)OC)nc1SCc1ccccc1F,"diarrhea, headache, dizziness, nausea, vomiting",Not Severe,0.1647
O[C@H]1CCC(/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)C)C1)=C,"nausea, itching, diarrhea, vomiting, dizziness",Not Severe,0.1538
CN1CCN(c2cncc3cc(ccc23)Cl)CC1,"constipation, headache, fatigue, drowsiness, dry mouth",Not Severe,0.2535
c1cc(-c2c(c3c(oc2)cc(cc3)O)=O)ccc1O,"nausea, diarrhea, headache, dizziness, stomach irritation",Not Severe,0.2111
C(n1nnnc1SCC1C2NC(=O)C(N)C(C=2C(=O)N(C)C1=O)C)C(=O)O,"diarrhea, headache, dizziness, nausea, vomiting",Not Severe,0.0788
[C@H](CO)(O)[C@@H](O)[C@@H]1OC(=C[C@H](N=C(N)N)[C@H]1NC(=O)C)C(O)=O,"dizziness, diarrhea, nausea, headache, vomiting",Not Severe,0.1162
OC(C(C)c1ccc(CC(C)C)cc1)=O,"dizziness, headache, itching, nausea, vomiting",Not Severe,0.1719
[C@H]1(C[C@H](O[C@@H]([C@H]1O)N(C)C)O)O[C@@H]1C[C@@H](c2c(O)c(O)c(c(c2)O)O)O[C@H]([C@H]([C@@H]1O)CC)C,"nausea, diarrhea, dizziness, itching, vomiting",Not Severe,0.132
c1cc(ccc1C(O)CNC(C)C)Nc1ccccn1,"dizziness, headache, fatigue, stomach irritation, kidney damage",Not Severe,0.194
c1ccc(C(N(CC)CC)=O)cc1C,"dizziness, skin irritation, redness, swelling, seizures",Not Severe,0.1431
c12c(ccc(Cl)c2)c(N2CCN(CC2)C)cnc1,"constipation, skin irritation, redness, swelling, seizures",Not Severe,0.1795
C([C@@H](C)[C@H]1CC[C@H]2/C(CCC[C@]12C)=C/C=C1/C[C@H](CCC1=C)O)CCC(C)C,"nausea, diarrhea, itching, vomiting, dizziness",Not Severe,0.1729
C1C(OC)=C(NC=c2c=1c([nH]c(SCc1c(cccc1)F)n2)=O)OC,"diarrhea, headache, dizziness, nausea, vomiting",Not Severe,0.0929
c1c(ccc(c1)O)-c1c(=O)c2ccc(O)cc2oc1,"nausea, diarrhea, headache, dizziness, flatulence",Not Severe,0.246
N(C)(C(SCCNC)=Nc1cncn1C)C,"dizziness, headache, diarrhea, fatigue, bloating",Not Severe,0.1215
s1ccc2c1C(Cc1ccccc1C2=C1CCN(C)CC1)=O,"headache, dizziness, fatigue, stomach irritation, kidney damage",Not Severe,0.1385
[Na+].c1cccc(c1)C(C)c1c(cccc1)C(C([O-])=O)C,"nausea, vomiting, headache, diarrhea, itching",Not Severe,0.1644
CC(c1ccccc1C(C)c1ccccc1)C([O-])=O.[Na+],"dizziness, headache, stomach irritation, kidney damage, bleeding",Not Severe,0.1378
c1c(-c2oc3cc(c(c(O)c3c(c2)=O)-c2c(O)cc(O)c3c2oc(cc3=O)-c2ccc(O)cc2)O)ccc(c1)O,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.2935
C1(C(C(C)C(C(O)C1O)N1C(O)=C(N2C(C(C1C(C2)=O)C)=O)c1ccccc1)C)O,"photosensitivity, stomach upset, cough, dizziness, headaches",Not Severe,0.0719
c1(OC(=O)C)ccccc1C(=O)O,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.1029
O([C@@H]1/C(=C/C[C@@H]2C[C@@H](C[C@]3(O2)O[C@H]([C@H](CC)C)[C@H](CC3)C)OC([C@@H]2C=C([C@@H](O)[C@@H]3[C@@]2(O)/C(CO3)=C/C=C/[C@@H]1C)C)=O)C)[C@H]1C[C@@H]([C@H]([C@@H](O1)C)O[C@H]1C[C@H](OC)[C@@H](O)[C@@H](O1)C)OC.[C@H]1([C@H]([C@@H](O[C@H](C1)O[C@H]1[C@@H](O[C@@H](O[C@@H]2/C(=C/C[C@H]3O[C@@]4(CC[C@H](C)[C@H](O4)C(C)C)C[C@H](C3)OC([C@@H]3C=C(C)[C@H]([C@H]4OC/C(=C\C=C\[C@@H]2C)[C@]43O)O)=O)C)C[C@@H]1OC)C)C)O)OC,"nausea, diarrhea, itching, dizziness, vomiting",Not Severe,0.1244
c1c2c(ccc1)CC(c1sccc1C2=C1CCN(C)CC1)=O,"constipation, stomach irritation, kidney damage, bleeding, drowsiness",Not Severe,0.1824
c1nc(nn1[C@@H]1O[C@@H]([C@@H](O)[C@H]1O)CO)C(=O)N,"dizziness, diarrhea, headache, nausea, vomiting",Not Severe,0.121
Oc1cc(c(-c2c(O)c3c(oc(-c4ccc(O)cc4)cc3=O)cc2O)c2c1c(cc(-c1ccc(cc1)O)o2)=O)O,"headache, dizziness, vomiting, nausea, diarrhea",Not Severe,0.3002
c1(ccccc1Cl)[C@H]1C(C(OCC)=O)=C(c2ccc(cc2)-n2c(nc3cnccc23)C)NC(C)=C1C(Nc1ccccn1)=O,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.114
c1cccc(c1)C1Oc2cc(cc(c2C(C1)=O)O)OC,"headache, dizziness, fatigue, stomach irritation, kidney damage",Not Severe,0.1219
C(NC(=N)N)(=N)N(C)C,"bloating, gas, diarrhea, belly pain, constipation",Not Severe,0.0925
C1(=O)NC2=C(C(N(C)C(C2CSc2nnnn2CC(O)=O)=O)=O)C(C)C1N,"headache, agitation, skin rash, urinary retention, muscle weakness",Not Severe,0.0828
c12cc(ccc2ccc(/C=C/c2cc([C@H](SCC3(CC3)CC(=O)O)CCc3ccccc3C(C)(C)O)ccc2)n1)Cl,"dizziness, headache, diarrhea, photosensitivity, stomach upset",Not Severe,0.1972
N([C@H]1[C@@H](OC(=C[C@@H]1N=C(N)N)C(=O)O)[C@@H]([C@@H](CO)O)O)C(C)=O,"dizziness, nausea, diarrhea, headache, vomiting",Not Severe,0.081
n1c2c(ccc(c2)Cl)ccc1/C=C/c1cccc([C@@H](CCc2c(cccc2)C(C)(O)C)SCC2(CC2)CC(O)=O)c1,"nausea, vomiting, itching, headache, diarrhea",Not Severe,0.2433
c1/c(=N/O)[nH]c(n(c1)[C@H]1[C@@H]([C@@H]([C@@H](COC(=O)C(C)C)O1)O)O)=O,"diarrhea, headache, nausea, dizziness, vomiting",Not Severe,0.1309
Oc1c(O)cc(-c2c(c(=O)c3c(cc(cc3o2)O)O)O)cc1O,"dizziness, headache, nausea, diarrhea, vomiting",Not Severe,0.1889
CC(=O)Nc1ccc(O)cc1,"nausea, diarrhea, headache, dizziness, stomach upset",Not Severe,0.144
Oc1c(O)c2c(=O)cc(-c3ccccc3)oc2cc1O,"nausea, diarrhea, headache, dizziness, vomiting",Not Severe,0.2256
c1(ccccc1)C(CCN(C)C)c1ccc(cn1)Cl,"dizziness, headache, itching, nausea, vomiting",Not Severe,0.1943
c1ccc(c(CC[C@H](c2cc(/C=C/c3ccc4c(n3)cc(Cl)cc4)ccc2)SCC2(CC(O)=O)CC2)c1)C(O)(C)C,"dizziness, nausea, vomiting, constipation, loss of appetite",Not Severe,0.2302
c1cc(CSc2nc3c(c(=O)[nH]2)=CC(OC)=C(OC)NC=3)c(cc1)F,"headache, agitation, skin rash, urinary retention, muscle weakness",Not Severe,0.1298
n1ccc(NC(C)CCCN(CC)CC)c2ccc(Cl)cc12,"dizziness, nausea, vomiting, drowsiness, dry mouth",Not Severe,0.2334
C(n1c(nnn1)SCC1C(=O)N(C)C(C2=C1NC(C(C2C)N)=O)=O)C(=O)O,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.09
c1c(OC)cc2c(c1O)C(CC(O2)c1ccccc1)=O,"dizziness, nausea, diarrhea, headache, vomiting",Not Severe,0.1906
C(O)C1C(O)C(O)C(C(O1)Oc1cc(O)c2C(=O)CC(c3ccc(O)cc3)Oc2c1)OC1OC(C)C(C(C1O)O)O,"dizziness, headache, diarrhea, vomiting, nausea",Not Severe,0.0896
[N+](=N[C@@]1(COC(C(C)C)=O)[C@@H](OC(=O)C(C)C)[C@@H](OC(=O)C(C)C)[C@H](n2c(nc(N)cc2)=O)O1)=[N-],"diarrhea, headache, nausea, dizziness, vomiting",Not Severe,0.0967
c1cc(Cl)cc2c1c(N1CCN(CC1)C)cnc2,"fatigue, headache, constipation, stomach irritation, kidney damage",Not Severe,0.191
n1(cc/c(=N/O)[nH]c1=O)[C@H]1[C@@H]([C@H](O)[C@@H](COC(C(C)C)=O)O1)O,"diarrhea, headache, dizziness, nausea, vomiting",Not Severe,0.1012
Cn1cncc1N=C(N(C)C)SCCNC,"dizziness, fatigue, headache, liver damage (overuse), nausea",Not Severe,0.1018
c1(c(O)c2c(cc1O)oc(-c1ccccc1)cc2=O)O,"headache, dizziness, nausea, diarrhea, vomiting",Not Severe,0.1453
